Problem,Prefix_Equation,Answer,Encoded
"Having this kind of collection made Jack a fast reader. If he can read 9 books in a day, how many books can he read in a year (a year = 365 days)?",* 9 365,3285.0,"[1, 3, 1000, 560, 2]"
Lexie has a lot of art materials. She needs to organize all these materials into containers. She counted her crayons and found out that she has 80 crayons which she will place in crayon boxes. Every crayon box can contain 8 crayons. How many crayon boxes does she need?,/ 80 8,10.0,"[1, 6, 950, 935, 2]"
A pile of clean white paper was stacked in the corner of her room. She decided to place these papers in paper envelopes which can contain 10 white papers. How many paper envelopes does she need if she has 120 clean white papers?,/ 120 10,12.0,"[1, 6, 160, 91, 2]"
"Beside the pile of clean white paper was a stack of 700 sheets of used paper. She wants to place it in boxes for recycling. If every box can contain 100 sheets, how many boxes does she need?",/ 700 100,7.0,"[1, 6, 888, 97, 2]"
"Lexie's mom gathered all her watercolor paintings and thought of placing an equal number of paintings in four of the rooms in the house. If Lexie has 32 watercolor paintings, how many paintings will be placed in each of the four rooms?",/ 32 4,8.0,"[1, 6, 509, 600, 2]"
"Lexie's younger brother helped pick up all the paper clips in Lexie's room. He was able to collect 81 paper clips. If he wants to distribute the paper clips in 9 boxes, how many paper clips will each box contain?",/ 81 9,9.0,"[1, 6, 955, 1000, 2]"
"Christian and his parents went to Mt. Falton National Park for the weekend. They were welcomed warmly by the rangers who invite volunteers and call them ""earth keepers"". The junior ranger asked Christian to help him place 420 seedlings in packets. If every packet needs to contain 7 seeds, how many packets do they need?",/ 420 7,60.0,"[1, 6, 640, 875, 2]"
"Christian's mother prepared lemonade. Every pitcher of lemonade can serve 5 glasses. If she was able to serve 30 glasses of lemonade, how many pitchers of lemonade did she prepare?",/ 30 5,6.0,"[1, 6, 492, 699, 2]"
"Christian's father and the senior ranger gathered firewood as they walked towards the lake in the park and brought with them sacks. If every sack can contain around 20 pieces of wood, how many sacks were they able to fill if they gathered 80 pieces of wood?",/ 80 20,4.0,"[1, 6, 950, 328, 2]"
"Christian and the junior ranger brought a bag of 140 nails as they visited every station assigned to the junior ranger. If they left exactly 7 nails in every station they visited, how many stations did Joline and the junior ranger visit?",/ 140 7,20.0,"[1, 6, 218, 875, 2]"
"Sunday morning was spent for making wood carvings which can be sold as souvenir for tourists. They were placed in shelves that can contain 8 wood carvings at a time. If 56 wood carvings were displayed, how many shelves were filled with carvings?",/ 56 8,7.0,"[1, 6, 767, 935, 2]"
"Shiela has started writing a list of gifts that she plans to give to her family and friends this Christmas. For her classmates, she made colorful paper stars which will be placed in small clear bottles. She was able to prepare 45 paper stars. How many stars will be placed in each bottle if Shiela has 9 classmates?",/ 45 9,5.0,"[1, 6, 658, 1000, 2]"
"Shiela has 6 neighbors who like to collect animal drawings. Shiela has a talent for drawing and so she drew 54 animals on small pieces of paper. If she plans to give the same number of animal drawings to her neighbors, how many will each of them receive?",/ 54 6,9.0,"[1, 6, 748, 796, 2]"
"Allen, Shiela's brother, likes to play with blocks. Shiela repainted Allen's old blocks in different colors. If Allen has 49 identical blocks and there are 7 blocks for every color of paint used, how many colors did Shiela use?",/ 49 7,7.0,"[1, 6, 692, 875, 2]"
"Aside from drawing animals, Shiela is fond of painting flowers. If she has 18 paintings of flowers, how many paintings can she give to each of her two grandmothers?",/ 18 2,9.0,"[1, 6, 282, 307, 2]"
"It has been tradition in Shiela's home to hang a sock above the fireplace for each member of the family. This year, she placed a cinnamon ball every day in the socks for 5 of her family members. How long can she do this if she bought 50 cinnamon balls?",/ 50 5,10.0,"[1, 6, 718, 699, 2]"
"Haley loves to collect things. This year, she decided to give away part of her collection as it was taking too much space in her room. Nine of her closest friends like stickers. If she plans to give all of them an equal number of stickers, how many will each receive if she has 72 stickers?",/ 72 9,8.0,"[1, 6, 897, 1000, 2]"
"In Haley's class, 5 are boys who love to play marbles. If Haley has 35 marbles, how many will each of the boys receive?",/ 35 5,7.0,"[1, 6, 543, 699, 2]"
"When relatives visit Haley and her family, she and her cousins do origami. If she has 48 origami papers to give away to her six cousins, how many will each receive if she gives everyone the same number of origami papers?",/ 48 6,8.0,"[1, 6, 685, 796, 2]"
"A large bag of balls was kept under Haley's bed. Her mom placed the balls in bags for children in foster homes. If every bag can contain 4 balls and Haley has 36 balls, how many bags will be used?",/ 36 4,9.0,"[1, 6, 555, 600, 2]"
"Haley has 63 magazines in her cabinet. She plans to send it to the recycling office in their area. If she places it in boxes which can contain 9 magazines, how many boxes will she use?",/ 63 9,7.0,"[1, 6, 832, 1000, 2]"
"One bright sunny day, Betty decided to make bracelets from beautiful stones she bought from a local store. She bought 88 pink flower stones and wanted to make 8 bracelets out of these stones. How many pink flower stones will each bracelet have if she used the same number of stones in each bracelet?",/ 88 8,11.0,"[1, 6, 994, 935, 2]"
"Betty also bought 140 shiny blue round stones. If 14 pieces of this stone is in each bracelet, how many bracelets of blue shiny round stones will there be?",/ 140 14,10.0,"[1, 6, 218, 209, 2]"
"Brenda, Betty's sister, wanted to have 3 bracelets with star-shaped stones. She also bought 36 star-shaped stones from the local store and gave it to Betty. How many star-shaped stones will there be in each of the bracelet Betty makes for Brenda?",/ 36 3,12.0,"[1, 6, 555, 474, 2]"
"Shannon, Brenda's neighbor, joined Brenda in making bracelets. She brought 48 heart-shaped stones and wanted to have 8 of this type of stone in each of the bracelet she makes. How many bracelets with heart-shaped stones can Shannon make?",/ 48 8,6.0,"[1, 6, 685, 935, 2]"
"Brenda's mother made cookies for five. If she prepared 35 cookies and each of them had the same number of cookies, how many did each of them have?",/ 35 5,7.0,"[1, 6, 543, 699, 2]"
"On the first Saturday of spring, Jane woke up early to enjoy the whole day and help with chores at home. Jane had been saving large empty cans to serve as pots for sunflowers. If she has 54 sunflower seeds and there are 9 cans, how many seeds will be placed in each can if she places an equal number of seeds in each can?",/ 54 9,6.0,"[1, 6, 748, 1000, 2]"
"Jane's mom picked cherry tomatoes from their backyard. If she gathered 56 cherry tomatoes and is about to place them in small jars which can contain 8 cherry tomatoes at a time, how many jars will she need?",/ 56 8,7.0,"[1, 6, 767, 935, 2]"
"Jane helped her mom prepare fresh lemonade. If each glass needs two lemons, how many glasses of fresh lemonade can she make if they have 18 lemons?",/ 18 2,9.0,"[1, 6, 282, 307, 2]"
"Jane's dad brought home 24 marble potatoes. If Jane's mom made potato salad for lunch and served an equal amount of potatoes to Jane, herself and her husband, how many potatoes did each of them have?",/ 24 3,8.0,"[1, 6, 395, 474, 2]"
"For dessert, Jane's mom prepared 12 pieces of bite-size cinnamon swirls. If the three of them ate an equal number of pieces of cinnamon swirls, how many pieces did Jane eat?",/ 12 3,4.0,"[1, 6, 149, 474, 2]"
"Marian baked bread, cookies and pastries one Saturday at home for her family and friends this holiday season. She made 47 gingerbread cookies which she will distribute equally in tiny glass jars. If each jar is to contain six cookies each, how many cookies will not be placed in a jar?",/ 47 6,5.0,"[1, 6, 678, 796, 2]"
"Marian also prepared 59 croissants which she plans to give to her 8 neighbors. If each neighbor received and equal number of croissants, how many will be left with Marian?",/ 59 8,3.0,"[1, 6, 789, 935, 2]"
"Marian also baked oatmeal cookies for her classmates. If she can place 12 cookies on a tray at a time, how many trays will she need to prepare 276 oatmeal cookies at a time?",/ 276 12,23.0,"[1, 6, 444, 149, 2]"
"Marian's friends were coming over that afternoon so she made 480 bite-sized pretzels. If one serving is equal to 12 pretzels, how many servings of bite-sized pretzels was Marian able to prepare?",/ 480 12,40.0,"[1, 6, 687, 149, 2]"
"Susie and her family woke up early on the first weekend of spring. They had a long list of activities for spring cleaning. Susie's mom prepared 74 carrot sticks for breakfast. If the carrots were served equally to 12 people, how many carrot sticks were left uneaten?",/ 74 12,2.0,"[1, 6, 907, 149, 2]"
"Susie and her sister gathered all 98 of their teddy bears and placed them on the shelves in their bedroom. If every shelf can carry a maximum of 7 teddy bears, how many shelves will be filled?",/ 98 7,14.0,"[1, 6, 1047, 875, 2]"
"Susie's mother collected all family pictures and wanted to place all of them in an album. If an album can contain 20 pictures, how many albums will she need if there are 480 pictures?",/ 480 20,24.0,"[1, 6, 687, 328, 2]"
"Joe, Susie's brother, collected all 94 trading cards scattered in his room and placed them in boxes. If a full box can hold a maximum of 8 cards, how many boxes were fully filled?",/ 94 8,11.0,"[1, 6, 1032, 935, 2]"
"Joe, Susie's brother, collected all 94 trading cards scattered in his room and placed them in boxes. If a full box can hold a maximum of 8 cards, how many cards are there in the unfilled box?",/ 94 8,6.0,"[1, 6, 1032, 935, 2]"
"Susie's father repaired the bookshelves in the reading room. If he has 210 books to be distributed equally on the 10 shelves he repaired, how many books will each shelf contain?",/ 210 10,21.0,"[1, 6, 351, 91, 2]"
"Matt and his friends were thinking of making Christmas decors for the clubhouse in their neighborhood. They are to repaint 350 balls in ten different colors. If they painted an equal number of balls for every color, how many balls are there for each color?",/ 350 10,35.0,"[1, 6, 546, 91, 2]"
"They had 119 matchboxes wrapped in colorful shiny wrappers. If they are to distribute the matchboxes equally to the 9 houses in the first block, how may matchboxes will each house receive?",/ 119 9,13.0,"[1, 6, 148, 1000, 2]"
"They had 119 matchboxes wrapped in colorful shiny wrappers. If they are to distribute the matchboxes equally to the 9 houses in the first block, how many colorful matchboxes will they have left?",/ 119 9,2.0,"[1, 6, 148, 1000, 2]"
"They also gathered paper to create some star-shaped papier-mache. If each star requires 20 pieces of paper and they had 680 pieces of paper, how many stars were they able to make?",/ 680 20,34.0,"[1, 6, 865, 328, 2]"
"Matt had 4 small cans of gold paint. If the 34 stars that they made were to be distributed equally to the cans of paint, how many stars will be left unpainted?",/ 34 4,2.0,"[1, 6, 531, 600, 2]"
"Four girls were home all day one weekend preparing homemade treats. Anna made 33 blueberry cookies. If she shares this equally among her four friends, how many will each receive?",/ 33 4,8.0,"[1, 6, 522, 600, 2]"
"Cristina baked 17 croissants. If she planned to serve this equally to her seven guests, how many will each have?",/ 17 7,2.0,"[1, 6, 270, 875, 2]"
"Cristina baked 17 croissants. If Cristina's croissants were served equally among her seven guests, how many will Cristina have left?",/ 17 7,3.0,"[1, 6, 270, 875, 2]"
"Drew prepared 61 servings of butterscotch. If she expects her 6 sweet-tooth guests to share the butterscotch among them equally, how many will be left unconsumed?",/ 61 6,1.0,"[1, 6, 822, 796, 2]"
"Allen, Charles, Lex and Shiela spent days reading books for their book report. The texts were printed very small so they were only able to cover very few pages a day. Allen read about the Solar System. He read 10 pages a day of a book which has 120 pages. How many days did it take Allen to finish reading the book?",/ 120 10,12.0,"[1, 6, 160, 91, 2]"
"Charles was curious about Greek mythology and so he read 8 pages a day of a 96-page book entitled ""Greek Mythology: Fast Facts."" How many days did it take Charles to finish the book?",/ 96 8,12.0,"[1, 6, 1039, 935, 2]"
"Lex read a 420 page book about music and instruments. If he can read exactly 30 pages a day, how many days will it take Lex to finish reading the book?",/ 420 30,14.0,"[1, 6, 640, 492, 2]"
"Lex read another book with 240 pages. If he read the same number of pages for 12 days, how many pages did he read every day?",/ 240 12,20.0,"[1, 6, 398, 149, 2]"
"Shiela was into history of Asia. She can read 11 pages per hour of the book entitled ""Asia's History Made Easy"". If the encyclopedia has 143 pages, how many hours did it take Shiela to finish reading the book?",/ 143 11,13.0,"[1, 6, 229, 119, 2]"
"Instead of buying from the store, Melody made Christmas cards for the elderly in a nursing home. She had 99 blue sequins which she plans to use as snowflakes for the cards. If she distributes the sequins equally to 12 cards, how many sequins will Melody have left?",/ 99 12,3.0,"[1, 6, 1050, 149, 2]"
She had 35 mistletoe stickers and wanted to place them equally in 8 cards. How many mistletoe stickers will she have left?,/ 35 8,3.0,"[1, 6, 543, 935, 2]"
"Melody made 26 cut-outs of Christmas trees with red shiny balls. If she planned to paste 4 of this to the front cover of a certain number of cards, how many cards will she be able to make?",/ 26 4,6.0,"[1, 6, 424, 600, 2]"
"Melody made 26 cut-outs of Christmas trees with red shiny balls. If she planned to paste 4 of this to the front cover of a certain number of cards, how many cut-outs of Christmas trees will Melody have left?",/ 26 4,2.0,"[1, 6, 424, 600, 2]"
"Melody printed 53 identical snowman drawings. If she was able to prepare cards with 4 identical snowman drawings each, how many cards was she able to prepare?",/ 53 4,13.0,"[1, 6, 742, 600, 2]"
"Paul got a box of 479 crayons for his birthday. At the end of the school year, he only had 134 left. How many crayons had been lost or given away?",- 479 134,345.0,"[1, 5, 683, 197, 2]"
179 birds were sitting in a tree. 38 more birds flew up to the tree. How many birds were there altogether in the tree?,+ 179 38,217.0,"[1, 4, 280, 574, 2]"
Cindy's mom baked 1215 cookies. Paul's dad baked 1112 cookies. They both brought them to school for a party. How many cookies did they have altogether?,+ 1215 1112,2327.0,"[1, 4, 165, 130, 2]"
Beth has 106 crayons. She gives 54 of them away to Jen. How many crayons does Beth have left?,- 106 54,52.0,"[1, 5, 112, 748, 2]"
Misha has 34 dollars. How many dollars does she have to earn to have 47 dollars to buy a dog?,- 47 34,13.0,"[1, 5, 678, 531, 2]"
James had 39 stickers. He got some more stickers for his birthday. Then he had 61 stickers. How many stickers did James get for his birthday?,- 61 39,22.0,"[1, 5, 822, 590, 2]"
There were 51 geese in the farmer's field. 28 of the geese flew away. How many geese were left in the field?,- 51 28,23.0,"[1, 5, 727, 449, 2]"
There were 27 boys and 35 girls on the playground at recess. How many children were on the playground at recess?,+ 27 35,62.0,"[1, 4, 435, 543, 2]"
Paul had 28 strawberries in his basket. He picked 35 more strawberries. How many strawberries did he have then?,+ 28 35,63.0,"[1, 4, 449, 543, 2]"
Gary had 73 dollars. He spent 55 dollars on a pet snake. How many dollars did Gary have left?,- 73 55,18.0,"[1, 5, 902, 757, 2]"
There are 46 birds perched on the branches of a tree. How many feet are there on the branches?,* 46 2,92.0,"[1, 3, 670, 307, 2]"
I see 115 cows grazing in the pasture. How many legs do I see?,* 115 4,460.0,"[1, 3, 141, 600, 2]"
There are 397 butterflies. Each butterfly has 12 black dots and 17 yellow dots. How many black dots are there in all?,* 397 12,4764.0,"[1, 3, 596, 149, 2]"
"In the park, I see 109 dogs. How many legs do I see?",* 109 4,436.0,"[1, 3, 117, 600, 2]"
"If you had 37 bags of cookies with 19 cookies in each bag, how many cookies would you have?",* 37 19,703.0,"[1, 3, 563, 296, 2]"
"If each piece costs 18 cents, how much would 136 pieces of bubble gum cost?",* 136 18,2448.0,"[1, 3, 203, 282, 2]"
This year on your 11th birthday your mother tells you that she is exactly 3 times as old as you are. How old is she?,* 11 3,33.0,"[1, 3, 119, 474, 2]"
"For the fifth grade play, the chairs have been put into 27 rows with 16 chairs in each row. How many chairs have been put out for the play?",* 27 16,432.0,"[1, 3, 435, 261, 2]"
"A baker has a pan of fudge that measures 18 inches on one side and 29 inches on another side. If the fudge is cut into square pieces 1 inch on each side, how many pieces of fudge does the pan hold?",* 18 29,522.0,"[1, 3, 282, 463, 2]"
The Ferris wheel in Paradise Park has 14 seats. Each seat can hold 6 people. How many people can ride the Ferris wheel at the same time?,* 14 6,84.0,"[1, 3, 209, 796, 2]"
A garden has 52 rows and 15 columns of bean plants. How many plants are there in all?,* 52 15,780.0,"[1, 3, 736, 246, 2]"
Sarah picked 45 apples. Her brother picked 9 apples. How many times as many apples did Sarah pick?,/ 45 9,5.0,"[1, 6, 658, 1000, 2]"
"If you can choose between a regular or waffle cone and vanilla, strawberry, caramel, and bubblegum flavored ice cream, how many different ways can ice cream be ordered?",* 2 4,8.0,"[1, 3, 307, 600, 2]"
There are 261 fishbowls. Each fishbowl has 23 fish. How many fish are there?,* 261 23,6003.0,"[1, 3, 427, 382, 2]"
We ordered 21 pizzas. Each pizza has 8 slices. How many slices of pizza are there altogether?,* 21 8,168.0,"[1, 3, 347, 935, 2]"
Chris gave his 35 friends 12 pieces of candy each. How many pieces of candy did Chris give his friends?,* 35 12,420.0,"[1, 3, 543, 149, 2]"
Emily collected eggs from the hen and put them into 303 baskets. She put 28 eggs into each basket. How many eggs did Emily collect?,* 303 28,8484.0,"[1, 3, 496, 449, 2]"
There were 150 book shelves. Each book shelf had 15 books. How many books were on the shelves?,* 150 15,2250.0,"[1, 3, 248, 246, 2]"
I see 23 boys. How many eyes do I see?,* 23 2,46.0,"[1, 3, 382, 307, 2]"
I see 105 puppies. How many ears do they have?,* 105 2,210.0,"[1, 3, 109, 307, 2]"
I see 349 frogs. How many legs do they have?,* 349 4,1396.0,"[1, 3, 542, 600, 2]"
There are 37 baskets. There are 17 apples in each basket. How many apples are there in all?,* 37 17,629.0,"[1, 3, 563, 270, 2]"
Your class is having a pizza party. You buy 5 pizzas. Each pizza has 4 slices. How many slices is that altogether?,* 5 4,20.0,"[1, 3, 699, 600, 2]"
Ted has 15 candy bars. He wants to put them into 5 bags so there are the same number of candy bars in each bag. How many candy bars should go in each bag?,/ 15 5,3.0,"[1, 6, 246, 699, 2]"
A candy store has 6 boxes of chocolates. Each box has 500 pieces. How many pieces are there altogether in the 6 boxes?,* 6 500,3000.0,"[1, 3, 796, 720, 2]"
You want to share 34 pencils among 6 friends. How many would each friend get?,/ 34 6,5.0,"[1, 6, 531, 796, 2]"
Martha bought 18 small cakes. She has 3 children. She would like to divide the cakes among her children so that each child gets the same amount. How many cakes would each child get?,/ 18 3,6.0,"[1, 6, 282, 474, 2]"
"Julian is writing a comic book. His story has 143 frames in all. If he wants to put exactly 11 frames on each page, how many pages would he have?",/ 143 11,13.0,"[1, 6, 229, 119, 2]"
Jesse's room is 12 feet long and 8 feet wide. How much carpet does she need to cover the whole floor?,* 12 8,96.0,"[1, 3, 149, 935, 2]"
"There are 5 people on the Green Bay High track team. If a relay race is 150 meters long, and all 5 team members participate, how far will each team member have to run?",/ 150 5,30.0,"[1, 6, 248, 699, 2]"
It takes 4 feet of cotton to make a tee-shirt. How many tee-shirts can be made with 60 feet of material?,/ 60 4,15.0,"[1, 6, 814, 600, 2]"
Lukas averages 12 points per game in basketball. How many points would he score in 5 games?,* 12 5,60.0,"[1, 3, 149, 699, 2]"
My car gets 20 miles per gallon. How many miles can I drive on 5 gallons of gas?,* 20 5,100.0,"[1, 3, 328, 699, 2]"
It takes 7 minutes to bake one pan of cookies. How long will it take to bake 4 pans of cookies?,* 7 4,28.0,"[1, 3, 875, 600, 2]"
"My car gets 20 miles per gallon of gas. If Grandma's house is 100 miles away, how many gallons of gas would it take to get to her house?",/ 100 20,5.0,"[1, 6, 97, 328, 2]"
Everyday I eat 3 servings of veggies. How many servings of veggies do I eat in one week?,* 3 7,21.0,"[1, 3, 474, 875, 2]"
Melissa scored 120 points in each game. How many points did she score in 10 games?,* 120 10,1200.0,"[1, 3, 160, 91, 2]"
Johnny practiced for the track team and ran 3 laps per minute. How many minutes did it take Johnny to run 10 laps?,/ 10 3,3.0,"[1, 6, 91, 474, 2]"
"Our watermelons have 100 seeds each. If we have 4 watermelons, how many seeds should there be when all seeds are taken out of the watermelons?",* 100 4,400.0,"[1, 3, 97, 600, 2]"
63 people are going to the zoo. There are 3 cars to take people to the zoo. How many will go in each car if the same number go in each car?,/ 63 3,21.0,"[1, 6, 832, 474, 2]"
"I have 80 cents to buy candy. If each gumdrop costs 4 cents, how many gumdrops can I buy?",/ 80 4,20.0,"[1, 6, 950, 600, 2]"
58 children are taking a bus to the zoo. They sit 2 children in every seat. How many seats will the children need in all?,/ 58 2,29.0,"[1, 6, 781, 307, 2]"
"The Razorback T-shirt Shop ordered 12 cases of t-shirts. If each case contains 24 t-shirts, how many t-shirts did they order?",* 12 24,288.0,"[1, 3, 149, 395, 2]"
The Razorback T-shirt Shop makes $9 dollars off each t-shirt sold. During the Arkansas and Texas Tech game they sold 245 t-shirts. How much money did they make from selling the t-shirts?,* 9 245,2205.0,"[1, 3, 1000, 403, 2]"
The Razorback t-shirt Shop sells their t-shirts for $16. Last week they sold 45 t-shirts. How much money did they make last week?,* 16 45,720.0,"[1, 3, 261, 658, 2]"
Mrs. Walker will have 56 apples for bobbing for apples. Each bucket will hold 9 apples. How many buckets will she need?,/ 56 9,7.0,"[1, 6, 767, 1000, 2]"
Warren has 252 guests coming to his party. Each table will hold 4 guests. How many tables will he need?,/ 252 4,63.0,"[1, 6, 416, 600, 2]"
"Ellen had 380 legos, but she lost 57 of them. How many legos does she have now?",- 380 57,323.0,"[1, 5, 578, 776, 2]"
Arthur baked 35 muffins. How many more muffins does Arthur have to bake to have 83 muffins?,- 83 35,48.0,"[1, 5, 970, 543, 2]"
Willy has 1400 crayons. Lucy has 290 crayons. How many more crayons does Willy have then Lucy?,- 1400 290,1110.0,"[1, 5, 220, 465, 2]"
"There are 10 stickers on a page. If you have 22 pages of stickers, how many stickers do you have?",* 10 22,220.0,"[1, 3, 91, 367, 2]"
There are 96 cupcakes for 8 children to share. How much will each person get if they share the cupcakes equally?,/ 96 8,12.0,"[1, 6, 1039, 935, 2]"
Lizette has 813 stamps. She has 125 more stamps than Minerva. How many stamps does Minerva have?,- 813 125,688.0,"[1, 5, 961, 173, 2]"
"White t-shirts can be purchased in packages of 6. If Mom buys 71 packages, how many white t-shirts will she have?",* 6 71,426.0,"[1, 3, 796, 892, 2]"
"I have 648 pencils. If I put 4 pencils in each pencil box, how many pencil boxes will I fill?",/ 648 4,162.0,"[1, 6, 845, 600, 2]"
"Uncle Dave bought 143 ice cream sandwiches. If he wants to give them to his 11 hungry nieces, how many can each niece get?",/ 143 11,13.0,"[1, 6, 229, 119, 2]"
Megan had 217 markers. Robert gave her 109 more markers. How many markers does Megan have altogether?,+ 217 109,326.0,"[1, 4, 359, 117, 2]"
A DVD book holds 126 DVDs. There are 81 DVDs already in the book. How many more DVDs can be put in the book?,- 126 81,45.0,"[1, 5, 177, 955, 2]"
Kelly has 121 Nintendo games. How many does she need to give away so that she will have 22 games left?,- 121 22,99.0,"[1, 5, 163, 367, 2]"
Connie had some marbles. She gave 183 to Juan. Now she has 593 marbles left. How many did she have to start with?,+ 593 183,776.0,"[1, 4, 793, 292, 2]"
Iesha has 344 books. 136 are about school and the rest are about sports. How many books about sports does Iesha have?,- 344 136,208.0,"[1, 5, 535, 203, 2]"
James has 1222 balloons. Amy has 513 balloons. How many more balloons does James have than Amy?,- 1222 513,709.0,"[1, 5, 168, 732, 2]"
Sean has 223 whistles. He has 95 more whistles that Charles. How many whistles does Charles have?,- 223 95,128.0,"[1, 5, 373, 1035, 2]"
Connie has 323 marbles. Juan has 175 more marbles than Connie. How many marbles does Juan have?,+ 323 175,498.0,"[1, 4, 513, 276, 2]"
Robin has 27 packages of gum. There are 18 pieces in each package. How many pieces of gum does Robin have?,* 27 18,486.0,"[1, 3, 435, 282, 2]"
Adam has $5.00 to buy an airplane that costs $4.28. How much change will he get?,- 5.00 4.28,0.0,"[1, 5, 701, 608, 2]"
"If each ball costs $1.54, how much must Kyoko pay for three balls?",* 1.54 3,4.0,"[1, 3, 82, 474, 2]"
Mr. Guzman bought 48 doughnuts packed equally into 4 boxes. How many doughnuts were in each box?,/ 48 4,12.0,"[1, 6, 685, 600, 2]"
The Sumata family took a five-day vacation by car. Each day they drove 250 miles. How many total miles did they drive?,* 250 5,1250.0,"[1, 3, 414, 699, 2]"
"One stamp costs $0.34. Two stamps cost $0.68. Three stamps cost $1.02. If the cost of each stamp remains the same, how much would 4 stamps cost?",+ 1.02 0.34,1.0,"[1, 4, 70, 39, 2]"
"The town of Milburg has 5,256 grown-ups and 2,987 children. How many people live in Milburg?",+ 5256 2987,8243.0,"[1, 4, 739, 471, 2]"
Lisa rented 4 DVDs for $4.80. How much did each DVD cost to rent?,/ 4.80 4,1.0,"[1, 6, 614, 600, 2]"
"There were 3,409 pieces of candy in a jar. If 145 pieces were red and the rest were blue, how many were blue?",- 3409 145,3264.0,"[1, 5, 533, 233, 2]"
"On Friday, 1,250 people visited the zoo. Three times as many people visited on Saturday than on Friday. How many people visited the zoo on Saturday?",* 1250 3,3750.0,"[1, 3, 175, 474, 2]"
Third-grade students went to a concert in 8 buses. Each bus took 45 students. How many students went to the concert?,* 8 45,360.0,"[1, 3, 935, 658, 2]"
There are 124 students making 3 stars each for the school wall. How many stars will they make all together?,* 124 3,372.0,"[1, 3, 171, 474, 2]"
Marcia spent 300 minutes working on her science project. How many hours did she spend on her science project?,/ 300 60,5.0,"[1, 6, 494, 814, 2]"
Six students were sitting at each table in the lunchroom. There are 34 tables. How many students were sitting in the lunchroom?,* 6 34,204.0,"[1, 3, 796, 531, 2]"
Tyler had 15 dogs. Each dog had five puppies. How many puppies does Tyler now have?,* 15 5,75.0,"[1, 3, 246, 699, 2]"
The farmer had 127 apples. He gave 88 apples to his neighbor. How many apples does he have now?,- 127 88,39.0,"[1, 5, 179, 994, 2]"
Jill invited 37 people to her birthday party. They each ate 8 pieces of pizza. How many pieces of pizza did they eat?,* 37 8,296.0,"[1, 3, 563, 935, 2]"
The Spurs basketball team has 22 players. Each player has eleven basketballs. How many basketballs do they have in all?,* 22 11,242.0,"[1, 3, 367, 119, 2]"
A regular octagon whose sides measure 3 ft each. Find the perimeter.,* 8 3,24.0,"[1, 3, 935, 474, 2]"
Mrs. Hilt uses 2 ounces of detergent to wash a pound of clothes. How many ounces of soap will she use to wash 9 pounds of clothes?,* 2 9,18.0,"[1, 3, 307, 1000, 2]"
Mrs. Hilt needs to share $3.75 equally among three total people. How much money will each person get?,/ 3.75 3,1.0,"[1, 6, 490, 474, 2]"
Mrs. Hilt has 40 markers. They are divided equally into 7 packages. Mrs. Hilt wants to know how many markers are in each package?,/ 40 7,5.0,"[1, 6, 619, 875, 2]"
Mrs. Hilt has 40 markers. They are divided equally into 7 packages. Mrs. Hilt wants to know how many markers are leftover?,/ 40 7,5.0,"[1, 6, 619, 875, 2]"
Mrs. Hilt read 4 books. Each book had 17 chapters in it. How many chapters did Mrs. Hilt read?,* 4 17,68.0,"[1, 3, 600, 270, 2]"
Mrs. Hilt is baking bread. She needs 5 cups of flour to bake two loaves of bread. How much flour will she need to make one loaf of bread?,/ 5 2,2.0,"[1, 6, 699, 307, 2]"
Mrs. Hilt measured her bookcase. It was 48 inches long. How many feet long was the bookcase?,/ 48 12,4.0,"[1, 6, 685, 149, 2]"
Mrs. Hilt saw 144 bees in the hive. The next day she saw 3 times that many. How many bees did she see on the second day?,* 144 3,432.0,"[1, 3, 231, 474, 2]"
Mrs. Hilt measured the distance from her desk to the water fountain. It was 30 feet. How many feet will Mrs. Hilt walk on her trips TO the fountain if she goes to the water fountain four times today?,* 30 4,120.0,"[1, 3, 492, 600, 2]"
Lucy has an aquarium with 212 fish. She wants to buy 68 more fish. How many fish would Lucy have then?,+ 212 68,280.0,"[1, 4, 354, 862, 2]"
Lucy has 212 fish. How many more fish does she need to buy to have 280 fish?,- 280 212,68.0,"[1, 5, 452, 354, 2]"
"Harry Hound had a terrible earache yesterday. When I peered into his ears yesterday, I found 36 frisky fleas having a party in his right ear and 85 baby fleas sleeping peacefully in his left ear. I cleaned out Harry Hound's ears. How many fleas perished?",+ 36 85,121.0,"[1, 4, 555, 978, 2]"
A pet supply store has 600 bags of dog food and 327 bags of cat food. How many more bags of dog food are there than cat food?,- 600 327,273.0,"[1, 5, 816, 519, 2]"
532 people are watching a movie in a theater. The theater has 750 seats. How many seats are empty in the theater?,- 750 532,218.0,"[1, 5, 912, 745, 2]"
Each bag contains 23 pounds of oranges. How many pounds of oranges are in 45 bags?,* 23 45,1035.0,"[1, 3, 382, 658, 2]"
"An airplane hangar is 300 feet long. How many planes can fit into it, end to end, if each plane is 40 feet long?",/ 300 40,7.0,"[1, 6, 494, 619, 2]"
It takes 3 eggs to make a cake. How many cakes can you make with 37 eggs?,/ 37 3,12.0,"[1, 6, 563, 474, 2]"
105 people are going to a movie. 6 people can ride in each car. How many cars are needed to get all 105 people to the movie?,/ 105 6,18.0,"[1, 6, 109, 796, 2]"
